tmdbId,director,actor1,actor2,actor3,description,poster_url,title,genres,movieId,text_soup
23048,steve pink,john cusack,craig robinson,rob corddry,four pals are stuck in a rut in adulthood adam has just been dumped lou is a hopeless party animal nick is a henpecked husband and jacob does nothing but play video games in his basement but they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski resort hot tub results in their waking up in 1986,https://image.tmdb.org/t/p/w500/wjzbVXAes1acbh6k4OO5xVfy5.jpg,hot tub time machine,comedy|sci-fi,76077.0,hot tub time machine hot tub time machine hot tub time machine  comedy|sci-fi comedy|sci-fi comedy|sci-fi  steve pink steve pink  four pals are stuck in a rut in adulthood adam has just been dumped lou is a hopeless party animal nick is a henpecked husband and jacob does nothing but play video games in his basement but they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski resort hot tub results in their waking up in 1986 john cusack john cusack  craig robinson rob corddry
1701,simon west,nicolas cage,john cusack,john malkovich,newly paroled former us army ranger cameron poe is headed back to his wife but must fly home aboard a prison transport flight dubbed jailbird taking the worst of the worst prisoners a group described as pure predators to a new super prison poe faces impossible odds when the transport plane is skyjacked mid flight by the most vicious criminals in the country led by the mastermind genius serial killer cyrus the virus grissom and backed by black militant diamond dog and psychopath billy bedlam,https://image.tmdb.org/t/p/w500/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,con air,action|adventure|thriller,1552.0,con air con air con air  action|adventure|thriller action|adventure|thriller action|adventure|thriller  simon west simon west  newly paroled former us army ranger cameron poe is headed back to his wife but must fly home aboard a prison transport flight dubbed jailbird taking the worst of the worst prisoners a group described as pure predators to a new super prison poe faces impossible odds when the transport plane is skyjacked mid flight by the most vicious criminals in the country led by the mastermind genius serial killer cyrus the virus grissom and backed by black militant diamond dog and psychopath billy bedlam nicolas cage nicolas cage  john cusack john malkovich
854,chuck russell,jim carrey,peter riegert,peter greene,when timid bank clerk stanley ipkiss discovers a magical mask containing the spirit of the norse god loki his entire life changes while wearing the mask ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer tina carlyle unfortunately under the mask s influence ipkiss also robs a bank which angers junior crime lord dorian tyrell whose goons get blamed for the heist,https://image.tmdb.org/t/p/w500/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg,mask the,action|comedy|crime|fantasy,367.0,mask the mask the mask the  action|comedy|crime|fantasy action|comedy|crime|fantasy action|comedy|crime|fantasy  chuck russell chuck russell  when timid bank clerk stanley ipkiss discovers a magical mask containing the spirit of the norse god loki his entire life changes while wearing the mask ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer tina carlyle unfortunately under the mask s influence ipkiss also robs a bank which angers junior crime lord dorian tyrell whose goons get blamed for the heist jim carrey jim carrey  peter riegert peter greene
956,j j abrams,tom cruise,philip seymour hoffman,ving rhames,retired from active duty and training recruits for the impossible mission force agent ethan hunt faces the toughest foe of his career owen davian an international broker of arms and information who s as cunning as he is ruthless davian emerges to threaten hunt and all that he holds dear including the woman hunt loves,https://image.tmdb.org/t/p/w500/vKGYCpmQyV9uHybWDzXuII8Los5.jpg,mission impossible iii,action|adventure|thriller,45186.0,mission impossible iii mission impossible iii mission impossible iii  action|adventure|thriller action|adventure|thriller action|adventure|thriller  j j abrams j j abrams  retired from active duty and training recruits for the impossible mission force agent ethan hunt faces the toughest foe of his career owen davian an international broker of arms and information who s as cunning as he is ruthless davian emerges to threaten hunt and all that he holds dear including the woman hunt loves tom cruise tom cruise  philip seymour hoffman ving rhames
155,christopher nolan,christian bale,heath ledger,aaron eckhart,batman raises the stakes in his war on crime with the help of lt jim gordon and district attorney harvey dent batman sets out to dismantle the remaining criminal organizations that plague the streets the partnership proves to be effective but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of gotham as the joker,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,dark knight the,action|crime|drama|imax,58559.0,dark knight the dark knight the dark knight the  action|crime|drama|imax action|crime|drama|imax action|crime|drama|imax  christopher nolan christopher nolan  batman raises the stakes in his war on crime with the help of lt jim gordon and district attorney harvey dent batman sets out to dismantle the remaining criminal organizations that plague the streets the partnership proves to be effective but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of gotham as the joker christian bale christian bale  heath ledger aaron eckhart
363088,peyton reed,paul rudd,evangeline lilly,michael douglas,just when his time under house arrest is about to end scott lang once again puts his freedom at risk to help hope van dyne and dr hank pym dive into the quantum realm and try to accomplish against time and any chance of success a very dangerous rescue mission,https://image.tmdb.org/t/p/w500/cFQEO687n1K6umXbInzocxcnAQz.jpg,ant man and the wasp,action|adventure|comedy|fantasy|sci-fi,188301.0,ant man and the wasp ant man and the wasp ant man and the wasp  action|adventure|comedy|fantasy|sci-fi action|adventure|comedy|fantasy|sci-fi action|adventure|comedy|fantasy|sci-fi  peyton reed peyton reed  just when his time under house arrest is about to end scott lang once again puts his freedom at risk to help hope van dyne and dr hank pym dive into the quantum realm and try to accomplish against time and any chance of success a very dangerous rescue mission paul rudd paul rudd  evangeline lilly michael douglas
194662,alejandro gonz lez i rritu,michael keaton,emma stone,zach galifianakis,a fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a broadway play as opening night approaches his attempts to become more altruistic rebuild his career and reconnect with friends and family prove more difficult than expected,https://image.tmdb.org/t/p/w500/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,birdman or the unexpected virtue of ignorance,comedy|drama,112183.0,birdman or the unexpected virtue of ignorance birdman or the unexpected virtue of ignorance birdman or the unexpected virtue of ignorance  comedy|drama comedy|drama comedy|drama  alejandro gonz lez i rritu alejandro gonz lez i rritu  a fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a broadway play as opening night approaches his attempts to become more altruistic rebuild his career and reconnect with friends and family prove more difficult than expected michael keaton michael keaton  emma stone zach galifianakis
15413,stephen herek,christina applegate,joanna cassidy,john getz,sue ellen crandell is a teenager eagerly awaiting her mother s summer long absence while the babysitter looks after her rambunctious younger siblings sue ellen can party and have fun but then the babysitter abruptly dies leaving the crandells short on cash sue ellen finds a sweet job in fashion by lying about her age and experience on her r sum but while her siblings run wild she discovers the downside of adulthood,https://image.tmdb.org/t/p/w500/wIYhjykSq0yumZWBisKlAa83bUe.jpg,don t tell mom the babysitter s dead,comedy,4040.0,don t tell mom the babysitter s dead don t tell mom the babysitter s dead don t tell mom the babysitter s dead  comedy comedy comedy  stephen herek stephen herek  sue ellen crandell is a teenager eagerly awaiting her mother s summer long absence while the babysitter looks after her rambunctious younger siblings sue ellen can party and have fun but then the babysitter abruptly dies leaving the crandells short on cash sue ellen finds a sweet job in fashion by lying about her age and experience on her r sum but while her siblings run wild she discovers the downside of adulthood christina applegate christina applegate  joanna cassidy john getz
10155,oliver stone,sean penn,nick nolte,jennifer lopez,when a desperate man s car breaks down in a bizarre desert town while evading vengeful bookies he becomes entangled in a dangerous love triangle caught between a married couple he s faced with deadly contracts to kill them both,https://image.tmdb.org/t/p/w500/lffvjJU8j7RLfz1SJVMfrn2wH6i.jpg,u turn,crime|drama|mystery,1627.0,u turn u turn u turn  crime|drama|mystery crime|drama|mystery crime|drama|mystery  oliver stone oliver stone  when a desperate man s car breaks down in a bizarre desert town while evading vengeful bookies he becomes entangled in a dangerous love triangle caught between a married couple he s faced with deadly contracts to kill them both sean penn sean penn  nick nolte jennifer lopez
181812,j j abrams,carrie fisher,mark hamill,daisy ridley,the surviving resistance faces the first order once again as the journey of rey finn and poe dameron continues with the power and knowledge of generations behind them the final battle begins,https://image.tmdb.org/t/p/w500/db32LaOibwEliAmSL2jjDF6oDdj.jpg,star wars the rise of skywalker,action|adventure|sci-fi,208205.0,star wars the rise of skywalker star wars the rise of skywalker star wars the rise of skywalker  action|adventure|sci-fi action|adventure|sci-fi action|adventure|sci-fi  j j abrams j j abrams  the surviving resistance faces the first order once again as the journey of rey finn and poe dameron continues with the power and knowledge of generations behind them the final battle begins carrie fisher carrie fisher  mark hamill daisy ridley
11631,phyllida lloyd,meryl streep,amanda seyfried,pierce brosnan,a spirited young bride to be living with her single mother on a small greek island secretly invites three of her mother s ex boyfriends in hope of finding her biological father to walk her down the aisle,https://image.tmdb.org/t/p/w500/zdUA4FNHbXPadzVOJiU0Rgn6cHR.jpg,mamma mia,comedy|musical|romance,60397.0,mamma mia mamma mia mamma mia  comedy|musical|romance comedy|musical|romance comedy|musical|romance  phyllida lloyd phyllida lloyd  a spirited young bride to be living with her single mother on a small greek island secretly invites three of her mother s ex boyfriends in hope of finding her biological father to walk her down the aisle meryl streep meryl streep  amanda seyfried pierce brosnan
19898,christian alvart,ben foster,dennis quaid,cam gigandet,two crew members wake up on an abandoned spacecraft with no idea who they are how long they ve been asleep or what their mission is the two soon discover they re actually not alone and the reality of their situation is more horrifying than they could have imagined,https://image.tmdb.org/t/p/w500/mNMfa6r3pl0EzFIKEkVcxyr6Rc7.jpg,pandorum,horror|sci-fi|thriller,71135.0,pandorum pandorum pandorum  horror|sci-fi|thriller horror|sci-fi|thriller horror|sci-fi|thriller  christian alvart christian alvart  two crew members wake up on an abandoned spacecraft with no idea who they are how long they ve been asleep or what their mission is the two soon discover they re actually not alone and the reality of their situation is more horrifying than they could have imagined ben foster ben foster  dennis quaid cam gigandet
38575,harald zwart,jaden smith,jackie chan,taraji p henson,twelve year old dre parker could have been the most popular kid in detroit but his mother s latest career move has landed him in china dre immediately falls for his classmate mei ying but the cultural differences make such a friendship impossible even worse dre s feelings make him an enemy of the class bully cheng with no friends in a strange land dre has nowhere to turn but maintenance man mr han who is a kung fu master as han teaches dre that kung fu is not about punches and parries but maturity and calm dre realizes that facing down the bullies will be the fight of his life,https://image.tmdb.org/t/p/w500/qV8xTWfknTOSErSa0b9Iay2QztS.jpg,karate kid the,action|children|drama,79224.0,karate kid the karate kid the karate kid the  action|children|drama action|children|drama action|children|drama  harald zwart harald zwart  twelve year old dre parker could have been the most popular kid in detroit but his mother s latest career move has landed him in china dre immediately falls for his classmate mei ying but the cultural differences make such a friendship impossible even worse dre s feelings make him an enemy of the class bully cheng with no friends in a strange land dre has nowhere to turn but maintenance man mr han who is a kung fu master as han teaches dre that kung fu is not about punches and parries but maturity and calm dre realizes that facing down the bullies will be the fight of his life jaden smith jaden smith  jackie chan taraji p henson
38050,george nolfi,matt damon,emily blunt,john slattery,a man glimpses the future fate has planned for him and chooses to fight for his own destiny battling the powerful adjustment bureau across under and through the streets of new york he risks his destined greatness to be with the only woman he s ever loved,https://image.tmdb.org/t/p/w500/5ZzeR8iz1nEFLp94OBnbakLZawo.jpg,adjustment bureau the,romance|sci-fi|thriller,84954.0,adjustment bureau the adjustment bureau the adjustment bureau the  romance|sci-fi|thriller romance|sci-fi|thriller romance|sci-fi|thriller  george nolfi george nolfi  a man glimpses the future fate has planned for him and chooses to fight for his own destiny battling the powerful adjustment bureau across under and through the streets of new york he risks his destined greatness to be with the only woman he s ever loved matt damon matt damon  emily blunt john slattery
1073,mark pellington,jeff bridges,tim robbins,joan cusack,threats from sinister foreign nationals aren t the only thing to fear bedraggled college professor michael faraday has been vexed and increasingly paranoid since his wife s accidental death in a botched fbi operation but all that takes a backseat when a seemingly all american couple set up house next door,https://image.tmdb.org/t/p/w500/4yYHyZuyTTQaEZuHKS7561jXjtR.jpg,arlington road,thriller,2707.0,arlington road arlington road arlington road  thriller thriller thriller  mark pellington mark pellington  threats from sinister foreign nationals aren t the only thing to fear bedraggled college professor michael faraday has been vexed and increasingly paranoid since his wife s accidental death in a botched fbi operation but all that takes a backseat when a seemingly all american couple set up house next door jeff bridges jeff bridges  tim robbins joan cusack
10249,joe johnston,billy campbell,jennifer connelly,alan arkin,a stunt pilot comes across a prototype jetpack that gives him the ability to fly however evil forces of the world also want this jetpack at any cost,https://image.tmdb.org/t/p/w500/2tDFRESFwKww1LHRE8W1Exj9edH.jpg,rocketeer the,action|adventure|sci-fi,2094.0,rocketeer the rocketeer the rocketeer the  action|adventure|sci-fi action|adventure|sci-fi action|adventure|sci-fi  joe johnston joe johnston  a stunt pilot comes across a prototype jetpack that gives him the ability to fly however evil forces of the world also want this jetpack at any cost billy campbell billy campbell  jennifer connelly alan arkin
49026,christopher nolan,christian bale,gary oldman,tom hardy,following the death of district attorney harvey dent batman assumes responsibility for dent s crimes to protect the late attorney s reputation and is subsequently hunted by the gotham city police department eight years later batman encounters the mysterious selina kyle and the villainous bane a new terrorist leader who overwhelms gotham s finest the dark knight resurfaces to protect a city that has branded him an enemy,https://image.tmdb.org/t/p/w500/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,dark knight rises the,action|adventure|crime|imax,91529.0,dark knight rises the dark knight rises the dark knight rises the  action|adventure|crime|imax action|adventure|crime|imax action|adventure|crime|imax  christopher nolan christopher nolan  following the death of district attorney harvey dent batman assumes responsibility for dent s crimes to protect the late attorney s reputation and is subsequently hunted by the gotham city police department eight years later batman encounters the mysterious selina kyle and the villainous bane a new terrorist leader who overwhelms gotham s finest the dark knight resurfaces to protect a city that has branded him an enemy christian bale christian bale  gary oldman tom hardy
11253,guillermo del toro,ron perlman,selma blair,doug jones,hellboy his pyrokinetic girlfriend liz and aquatic empath abe sapien face their biggest battle when an underworld elven prince plans to reclaim earth for his magical kindred tired of living in the shadow of humans prince nuada tries to awaken an ancient force of killing machines the all powerful golden army to clear the way for fantasy creatures to roam free only hellboy can stop the dark prince and prevent humanity s annihilation,https://image.tmdb.org/t/p/w500/zO0Wdrxnhx3KoJEvychSmnY3urC.jpg,hellboy ii the golden army,action|adventure|fantasy|sci-fi,57640.0,hellboy ii the golden army hellboy ii the golden army hellboy ii the golden army  action|adventure|fantasy|sci-fi action|adventure|fantasy|sci-fi action|adventure|fantasy|sci-fi  guillermo del toro guillermo del toro  hellboy his pyrokinetic girlfriend liz and aquatic empath abe sapien face their biggest battle when an underworld elven prince plans to reclaim earth for his magical kindred tired of living in the shadow of humans prince nuada tries to awaken an ancient force of killing machines the all powerful golden army to clear the way for fantasy creatures to roam free only hellboy can stop the dark prince and prevent humanity s annihilation ron perlman ron perlman  selma blair doug jones
1538,michael mann,tom cruise,jamie foxx,jada pinkett smith,cab driver max picks up a man who offers him 600 to drive him around but the promise of easy money sours when max realizes his fare is an assassin,https://image.tmdb.org/t/p/w500/nV5316WUsVij8sVXLCF1g7TFitg.jpg,collateral,action|crime|drama|thriller,8798.0,collateral collateral collateral  action|crime|drama|thriller action|crime|drama|thriller action|crime|drama|thriller  michael mann michael mann  cab driver max picks up a man who offers him 600 to drive him around but the promise of easy money sours when max realizes his fare is an assassin tom cruise tom cruise  jamie foxx jada pinkett smith
747,edgar wright,simon pegg,nick frost,kate ashfield,shaun lives a supremely uneventful life which revolves around his girlfriend his mother and above all his local pub this gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary londoners,https://image.tmdb.org/t/p/w500/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,shaun of the dead,comedy|horror,8874.0,shaun of the dead shaun of the dead shaun of the dead  comedy|horror comedy|horror comedy|horror  edgar wright edgar wright  shaun lives a supremely uneventful life which revolves around his girlfriend his mother and above all his local pub this gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary londoners simon pegg simon pegg  nick frost kate ashfield
8850,russell mulcahy,alec baldwin,john lone,penelope ann miller,based on the 1930s comic strip the shadow is put up against his archenemy shiwan khan who plans to take over the world by holding a city to ransom using an atom bomb using his powers of invisibility and the power to cloud men s minds the shadow comes blazing to the rescue with explosive results,https://image.tmdb.org/t/p/w500/xAbFJH3vQYZvUyzzGAtG4OLy492.jpg,shadow the,action|adventure|fantasy|mystery,533.0,shadow the shadow the shadow the  action|adventure|fantasy|mystery action|adventure|fantasy|mystery action|adventure|fantasy|mystery  russell mulcahy russell mulcahy  based on the 1930s comic strip the shadow is put up against his archenemy shiwan khan who plans to take over the world by holding a city to ransom using an atom bomb using his powers of invisibility and the power to cloud men s minds the shadow comes blazing to the rescue with explosive results alec baldwin alec baldwin  john lone penelope ann miller
99861,joss whedon,robert downey jr,chris hemsworth,mark ruffalo,when tony stark tries to jumpstart a dormant peacekeeping program things go awry and earth s mightiest heroes are put to the ultimate test as the fate of the planet hangs in the balance as the villainous ultron emerges it is up to the avengers to stop him from enacting his terrible plans and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure,https://image.tmdb.org/t/p/w500/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,avengers age of ultron,action|adventure|sci-fi,122892.0,avengers age of ultron avengers age of ultron avengers age of ultron  action|adventure|sci-fi action|adventure|sci-fi action|adventure|sci-fi  joss whedon joss whedon  when tony stark tries to jumpstart a dormant peacekeeping program things go awry and earth s mightiest heroes are put to the ultimate test as the fate of the planet hangs in the balance as the villainous ultron emerges it is up to the avengers to stop him from enacting his terrible plans and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure robert downey jr robert downey jr  chris hemsworth mark ruffalo
9268,chuck russell,arnold schwarzenegger,vanessa williams,james caan,u s marshall john kruger erases the identities of people enrolled in the witness protection program his current assignment is to protect lee cullen who s uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups when kruger discovers that there s a corrupt agent within the program he must guard his own life while trying to protect lee s,https://image.tmdb.org/t/p/w500/uu2gBpFElDfxTI6BI9bT4pZ4kvw.jpg,eraser,action|drama|thriller,786.0,eraser eraser eraser  action|drama|thriller action|drama|thriller action|drama|thriller  chuck russell chuck russell  u s marshall john kruger erases the identities of people enrolled in the witness protection program his current assignment is to protect lee cullen who s uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups when kruger discovers that there s a corrupt agent within the program he must guard his own life while trying to protect lee s arnold schwarzenegger arnold schwarzenegger  vanessa williams james caan
308,jim jarmusch,bill murray,sharon stone,jessica lange,as the devoutly single don johnston is dumped by his latest girlfriend he receives an anonymous pink letter informing him that he has a son who may be looking for him,https://image.tmdb.org/t/p/w500/gd8JNjwgiM6ZgGm6NFAkovQWoYn.jpg,broken flowers,comedy|drama,34437.0,broken flowers broken flowers broken flowers  comedy|drama comedy|drama comedy|drama  jim jarmusch jim jarmusch  as the devoutly single don johnston is dumped by his latest girlfriend he receives an anonymous pink letter informing him that he has a son who may be looking for him bill murray bill murray  sharon stone jessica lange
8068,robert rodriguez,antonio banderas,salma hayek pinault,joaquim de almeida,el mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous mexican drug lords bucho for an action packed bullet riddled showdown with the help of his friend and a beautiful bookstore owner el mariachi tracks bucho takes on his army of desperados and leaves his own trail of blood,https://image.tmdb.org/t/p/w500/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,desperado,action|romance|western,163.0,desperado desperado desperado  action|romance|western action|romance|western action|romance|western  robert rodriguez robert rodriguez  el mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous mexican drug lords bucho for an action packed bullet riddled showdown with the help of his friend and a beautiful bookstore owner el mariachi tracks bucho takes on his army of desperados and leaves his own trail of blood antonio banderas antonio banderas  salma hayek pinault joaquim de almeida
5175,brett ratner,jackie chan,chris tucker,john lone,it s vacation time for carter as he finds himself alongside lee in hong kong wishing for more excitement while carter wants to party and meet the ladies lee is out to track down a triad gang lord who may be responsible for killing two men at the american embassy things get complicated as the pair stumble onto a counterfeiting plot the boys are soon up to their necks in fist fights and life threatening situations a trip back to the u s may provide the answers about the bombing the counterfeiting and the true allegiance of sexy customs agent isabella,https://image.tmdb.org/t/p/w500/aBQf2vMiCINeVC9v6BGVYKXurTh.jpg,rush hour 2,action|comedy,4701.0,rush hour 2 rush hour 2 rush hour 2  action|comedy action|comedy action|comedy  brett ratner brett ratner  it s vacation time for carter as he finds himself alongside lee in hong kong wishing for more excitement while carter wants to party and meet the ladies lee is out to track down a triad gang lord who may be responsible for killing two men at the american embassy things get complicated as the pair stumble onto a counterfeiting plot the boys are soon up to their necks in fist fights and life threatening situations a trip back to the u s may provide the answers about the bombing the counterfeiting and the true allegiance of sexy customs agent isabella jackie chan jackie chan  chris tucker john lone
